name,code,ticker_yf,market
와토스코리아,079000,079000.KQ,KOSDAQ
우듬지팜,403490,403490.KQ,KOSDAQ
우리기술,032820,032820.KQ,KOSDAQ
우리기술투자,041190,041190.KQ,KOSDAQ
우리넷,115440,115440.KQ,KOSDAQ
우리로,046970,046970.KQ,KOSDAQ
우리바이오,082850,082850.KQ,KOSDAQ
우리산업,215360,215360.KQ,KOSDAQ
우리산업홀딩스,072470,072470.KQ,KOSDAQ
우리손에프앤지,073560,073560.KQ,KOSDAQ
우리엔터프라이즈,037400,037400.KQ,KOSDAQ
우리이앤엘,153490,153490.KQ,KOSDAQ
우림피티에스,101170,101170.KQ,KOSDAQ
우수AMS,066590,066590.KQ,KOSDAQ
우양,103840,103840.KQ,KOSDAQ
우양에이치씨,101970,101970.KQ,KOSDAQ
우원개발,046940,046940.KQ,KOSDAQ
우정바이오,215380,215380.KQ,KOSDAQ
우주일렉트로,065680,065680.KQ,KOSDAQ
우진비앤지,018620,018620.KQ,KOSDAQ
우진엔텍,457550,457550.KQ,KOSDAQ
워트,396470,396470.KQ,KOSDAQ
원바이오젠,307280,307280.KQ,KOSDAQ
원익,032940,032940.KQ,KOSDAQ
원익머트리얼즈,104830,104830.KQ,KOSDAQ
원익큐브,014190,014190.KQ,KOSDAQ
원익피앤이,217820,217820.KQ,KOSDAQ
원익홀딩스,030530,030530.KQ,KOSDAQ
원일특강,012620,012620.KQ,KOSDAQ
원일티엔아이,136150,136150.KQ,KOSDAQ
원준,382840,382840.KQ,KOSDAQ
원텍,336570,336570.KQ,KOSDAQ
원티드랩,376980,376980.KQ,KOSDAQ
원풍,008370,008370.KQ,KOSDAQ
원풍물산,008290,008290.KQ,KOSDAQ
월덱스,101160,101160.KQ,KOSDAQ
웨이버스,336060,336060.KQ,KOSDAQ
웨이브일렉트로,095270,095270.KQ,KOSDAQ
웨이비스,289930,289930.KQ,KOSDAQ
웰크론,065950,065950.KQ,KOSDAQ
웰크론한텍,076080,076080.KQ,KOSDAQ
웰킵스하이텍,043590,043590.KQ,KOSDAQ
웹스,196700,196700.KQ,KOSDAQ
웹케시,053580,053580.KQ,KOSDAQ
위너스,479960,479960.KQ,KOSDAQ
위니아에이드,377460,377460.KQ,KOSDAQ
위닉스,044340,044340.KQ,KOSDAQ
위더스제약,330350,330350.KQ,KOSDAQ
위드텍,348350,348350.KQ,KOSDAQ
위메이드,112040,112040.KQ,KOSDAQ
위메이드맥스,101730,101730.KQ,KOSDAQ
위메이드플레이,123420,123420.KQ,KOSDAQ
위세아이텍,065370,065370.KQ,KOSDAQ
위즈코프,038620,038620.KQ,KOSDAQ
위지윅스튜디오,299900,299900.KQ,KOSDAQ
위지트,036090,036090.KQ,KOSDAQ
위츠,459100,459100.KQ,KOSDAQ
윈스테크넷,136540,136540.KQ,KOSDAQ
윈팩,097800,097800.KQ,KOSDAQ
윈하이텍,192390,192390.KQ,KOSDAQ
윙스풋,335870,335870.KQ,KOSDAQ
윙입푸드,900340,900340.KQ,KOSDAQ
유니셈,036200,036200.KQ,KOSDAQ
유니슨,018000,018000.KQ,KOSDAQ
유니온바이오메트릭스,203450,203450.KQ,KOSDAQ
유니크,011320,011320.KQ,KOSDAQ
유니테스트,086390,086390.KQ,KOSDAQ
유니테크노,241690,241690.KQ,KOSDAQ
유니트론텍,142210,142210.KQ,KOSDAQ
유디엠텍,389680,389680.KQ,KOSDAQ
유라클,088340,088340.KQ,KOSDAQ
유라테크,048430,048430.KQ,KOSDAQ
유바이오로직스,206650,206650.KQ,KOSDAQ
유비벨록스,089850,089850.KQ,KOSDAQ
유비온,084440,084440.KQ,KOSDAQ
유비케어,032620,032620.KQ,KOSDAQ
유비쿼스,264450,264450.KQ,KOSDAQ
유비쿼스홀딩스,078070,078070.KQ,KOSDAQ
유성티엔에스,024800,024800.KQ,KOSDAQ
유신,054930,054930.KQ,KOSDAQ
유아이디,069330,069330.KQ,KOSDAQ
유아이엘,049520,049520.KQ,KOSDAQ
유안타제11호스팩,444920,444920.KQ,KOSDAQ
유안타제15호스팩,473050,473050.KQ,KOSDAQ
유안타제16호스팩,474490,474490.KQ,KOSDAQ
유안타제17호스팩,493790,493790.KQ,KOSDAQ
유에스티,263770,263770.KQ,KOSDAQ
유일로보틱스,388720,388720.KQ,KOSDAQ
유일에너테크,340930,340930.KQ,KOSDAQ
유진기업,023410,023410.KQ,KOSDAQ
유진로봇,056080,056080.KQ,KOSDAQ
유진스팩10호,468760,468760.KQ,KOSDAQ
유진스팩11호,488060,488060.KQ,KOSDAQ
유진스팩12호,0105P0,0105P0.KQ,KOSDAQ
유진테크,084370,084370.KQ,KOSDAQ
유진테크놀로지,240600,240600.KQ,KOSDAQ
유투바이오,221800,221800.KQ,KOSDAQ
유티아이,179900,179900.KQ,KOSDAQ
유틸렉스,263050,263050.KQ,KOSDAQ
육일씨엔에쓰,191410,191410.KQ,KOSDAQ
윤성에프앤씨,372170,372170.KQ,KOSDAQ
율촌,146060,146060.KQ,KOSDAQ
이건홀딩스,039020,039020.KQ,KOSDAQ
이글루,067920,067920.KQ,KOSDAQ
이글벳,044960,044960.KQ,KOSDAQ
이노뎁,303530,303530.KQ,KOSDAQ
이노룰스,296640,296640.KQ,KOSDAQ
이노메트리,302430,302430.KQ,KOSDAQ
이노스페이스,462350,462350.KQ,KOSDAQ
이노시뮬레이션,274400,274400.KQ,KOSDAQ
이노와이어리스,073490,073490.KQ,KOSDAQ
이노인스트루먼트,215790,215790.KQ,KOSDAQ
이노진,344860,344860.KQ,KOSDAQ
이노테크,469610,469610.KQ,KOSDAQ
이녹스,088390,088390.KQ,KOSDAQ
이니텍,053350,053350.KQ,KOSDAQ
이닉스,452400,452400.KQ,KOSDAQ
이랜시스,264850,264850.KQ,KOSDAQ
이랜텍,054210,054210.KQ,KOSDAQ
이렘,009730,009730.KQ,KOSDAQ
이루온,065440,065440.KQ,KOSDAQ
이뮨온시아,424870,424870.KQ,KOSDAQ
이미지스,115610,115610.KQ,KOSDAQ
이베스트스팩6호,478110,478110.KQ,KOSDAQ
이브이첨단소재,131400,131400.KQ,KOSDAQ
이삭엔지니어링,351330,351330.KQ,KOSDAQ
이상네트웍스,080010,080010.KQ,KOSDAQ
이수앱지스,086890,086890.KQ,KOSDAQ
이스트소프트,047560,047560.KQ,KOSDAQ
이스트아시아홀딩스,900110,900110.KQ,KOSDAQ
이스트에이드,239340,239340.KQ,KOSDAQ
이씨에스,067010,067010.KQ,KOSDAQ
이엔셀,456070,456070.KQ,KOSDAQ
이엔에프테크놀로지,102710,102710.KQ,KOSDAQ
이엘씨,041520,041520.KQ,KOSDAQ
이엘피,063760,063760.KQ,KOSDAQ
이엠넷,123570,123570.KQ,KOSDAQ
이엠앤아이,083470,083470.KQ,KOSDAQ
이엠코리아,095190,095190.KQ,KOSDAQ
이엠텍,091120,091120.KQ,KOSDAQ
이오플로우,294090,294090.KQ,KOSDAQ
이원컴포텍,088290,088290.KQ,KOSDAQ
이지바이오,353810,353810.KQ,KOSDAQ
이지스,261520,261520.KQ,KOSDAQ
이지케어텍,099750,099750.KQ,KOSDAQ
이지트로닉스,377330,377330.KQ,KOSDAQ
이지홀딩스,035810,035810.KQ,KOSDAQ
이크레더블,092130,092130.KQ,KOSDAQ
이퓨쳐,134060,134060.KQ,KOSDAQ
이화공영,001840,001840.KQ,KOSDAQ
인바디,041830,041830.KQ,KOSDAQ
인바이오,352940,352940.KQ,KOSDAQ
인베니아,079950,079950.KQ,KOSDAQ
인벤티지랩,389470,389470.KQ,KOSDAQ
인산가,277410,277410.KQ,KOSDAQ
인선이엔티,060150,060150.KQ,KOSDAQ
인성정보,033230,033230.KQ,KOSDAQ
인스웨이브,450520,450520.KQ,KOSDAQ
인스피언,465480,465480.KQ,KOSDAQ
인지디스플레,037330,037330.KQ,KOSDAQ
인지소프트,100030,100030.KQ,KOSDAQ
인카금융서비스,211050,211050.KQ,KOSDAQ
인콘,083640,083640.KQ,KOSDAQ
인크레더블버즈,064090,064090.KQ,KOSDAQ
인크로스,216050,216050.KQ,KOSDAQ
인탑스,049070,049070.KQ,KOSDAQ
인터로조,119610,119610.KQ,KOSDAQ
인터엠,017250,017250.KQ,KOSDAQ
인터플렉스,051370,051370.KQ,KOSDAQ
인텍플러스,064290,064290.KQ,KOSDAQ
인텔리안테크,189300,189300.KQ,KOSDAQ
인투셀,287840,287840.KQ,KOSDAQ
인트론바이오,048530,048530.KQ,KOSDAQ
인포바인,115310,115310.KQ,KOSDAQ
인포뱅크,039290,039290.KQ,KOSDAQ
인피니트헬스케어,071200,071200.KQ,KOSDAQ
인화정공,101930,101930.KQ,KOSDAQ
일승,333430,333430.KQ,KOSDAQ
일신바이오,068330,068330.KQ,KOSDAQ
일월지엠엘,178780,178780.KQ,KOSDAQ
일지테크,019540,019540.KQ,KOSDAQ
일진파워,094820,094820.KQ,KOSDAQ
잉글우드랩,950140,950140.KQ,KOSDAQ
잉크테크,049550,049550.KQ,KOSDAQ
자람테크놀로지,389020,389020.KQ,KOSDAQ
자비스,254120,254120.KQ,KOSDAQ
자연과환경,043910,043910.KQ,KOSDAQ
자이글,234920,234920.KQ,KOSDAQ
자이언트스텝,289220,289220.KQ,KOSDAQ
재영솔루텍,049630,049630.KQ,KOSDAQ
저스템,417840,417840.KQ,KOSDAQ
전진바이오팜,110020,110020.KQ,KOSDAQ
정다운,208140,208140.KQ,KOSDAQ
정상제이엘에스,040420,040420.KQ,KOSDAQ
정원엔시스,045510,045510.KQ,KOSDAQ
제너셈,217190,217190.KQ,KOSDAQ
제넥신,095700,095700.KQ,KOSDAQ
제노레이,122310,122310.KQ,KOSDAQ
제노코,361390,361390.KQ,KOSDAQ
제놀루션,225220,225220.KQ,KOSDAQ
제닉,123330,123330.KQ,KOSDAQ
제닉스로보틱스,381620,381620.KQ,KOSDAQ
제로투세븐,159580,159580.KQ,KOSDAQ
제룡산업,147830,147830.KQ,KOSDAQ
제룡전기,033100,033100.KQ,KOSDAQ
제우스,079370,079370.KQ,KOSDAQ
제이브이엠,054950,054950.KQ,KOSDAQ
제이스코홀딩스,023440,023440.KQ,KOSDAQ
제이스텍,090470,090470.KQ,KOSDAQ
제이씨케미칼,137950,137950.KQ,KOSDAQ
제이씨현시스템,033320,033320.KQ,KOSDAQ
제이아이테크,417500,417500.KQ,KOSDAQ
제이앤티씨,204270,204270.KQ,KOSDAQ
제이에스링크,127120,127120.KQ,KOSDAQ
제이에스티나,026040,026040.KQ,KOSDAQ
제이엔비,452160,452160.KQ,KOSDAQ
제이엔케이글로벌,126880,126880.KQ,KOSDAQ
제이엘케이,322510,322510.KQ,KOSDAQ
제이엠아이,033050,033050.KQ,KOSDAQ
제이엠티,094970,094970.KQ,KOSDAQ
제이오,418550,418550.KQ,KOSDAQ
제이케이시냅스,060230,060230.KQ,KOSDAQ
제이투케이바이오,420570,420570.KQ,KOSDAQ
제이티,089790,089790.KQ,KOSDAQ
제이피아이헬스케어,0010V0,0010V0.KQ,KOSDAQ
제일엠앤에스,412540,412540.KQ,KOSDAQ
제일일렉트릭,199820,199820.KQ,KOSDAQ
제일테크노스,038010,038010.KQ,KOSDAQ
제주반도체,080220,080220.KQ,KOSDAQ
제테마,216080,216080.KQ,KOSDAQ
젝시믹스,337930,337930.KQ,KOSDAQ
젠큐릭스,229000,229000.KQ,KOSDAQ
젬백스,082270,082270.KQ,KOSDAQ
조아제약,034940,034940.KQ,KOSDAQ
조이시티,067000,067000.KQ,KOSDAQ
조이웍스앤코,309930,309930.KQ,KOSDAQ
좋은사람들,033340,033340.KQ,KOSDAQ
중앙백신,072020,072020.KQ,KOSDAQ
중앙에너비스,000440,000440.KQ,KOSDAQ
중앙첨단소재,051980,051980.KQ,KOSDAQ
지노믹트리,228760,228760.KQ,KOSDAQ
지놈앤컴퍼니,314130,314130.KQ,KOSDAQ
지니너스,389030,389030.KQ,KOSDAQ
지니언스,263860,263860.KQ,KOSDAQ
지니틱스,303030,303030.KQ,KOSDAQ
지란지교시큐리티,208350,208350.KQ,KOSDAQ
지슨,446840,446840.KQ,KOSDAQ
지씨셀,144510,144510.KQ,KOSDAQ
지씨지놈,340450,340450.KQ,KOSDAQ
지아이에스,306620,306620.KQ,KOSDAQ
지아이이노베이션,358570,358570.KQ,KOSDAQ
지아이텍,382480,382480.KQ,KOSDAQ
지앤비에스 에코,382800,382800.KQ,KOSDAQ
지어소프트,051160,051160.KQ,KOSDAQ
지에스이,053050,053050.KQ,KOSDAQ
지에프씨생명과학,388610,388610.KQ,KOSDAQ
지에프아이,493330,493330.KQ,KOSDAQ
지엔씨에너지,119850,119850.KQ,KOSDAQ
지엔코,065060,065060.KQ,KOSDAQ
지엘팜텍,204840,204840.KQ,KOSDAQ
지오엘리먼트,311320,311320.KQ,KOSDAQ
지투지바이오,456160,456160.KQ,KOSDAQ
지투파워,388050,388050.KQ,KOSDAQ
진로발효,018120,018120.KQ,KOSDAQ
진매트릭스,109820,109820.KQ,KOSDAQ
진바이오텍,086060,086060.KQ,KOSDAQ
진성티이씨,036890,036890.KQ,KOSDAQ
진시스템,363250,363250.KQ,KOSDAQ
진양제약,007370,007370.KQ,KOSDAQ
진영,285800,285800.KQ,KOSDAQ
차바이오텍,085660,085660.KQ,KOSDAQ
차백신연구소,261780,261780.KQ,KOSDAQ
차이커뮤니케이션,351870,351870.KQ,KOSDAQ
참좋은여행,094850,094850.KQ,KOSDAQ
창해에탄올,004650,004650.KQ,KOSDAQ
천보,278280,278280.KQ,KOSDAQ
청담글로벌,362320,362320.KQ,KOSDAQ
체리부로,066360,066360.KQ,KOSDAQ
초록뱀미디어,047820,047820.KQ,KOSDAQ
칩스앤미디어,094360,094360.KQ,KOSDAQ
카나프테라퓨틱스,0082N0,0082N0.KQ,KOSDAQ
카스,016920,016920.KQ,KOSDAQ
카이노스메드,284620,284620.KQ,KOSDAQ
카티스,140430,140430.KQ,KOSDAQ
카페24,042000,042000.KQ,KOSDAQ
캐리,313760,313760.KQ,KOSDAQ
캐리소프트,317530,317530.KQ,KOSDAQ
캐스텍코리아,071850,071850.KQ,KOSDAQ
캐프,198080,198080.KQ,KOSDAQ
캔버스엔,210120,210120.KQ,KOSDAQ
캠시스,050110,050110.KQ,KOSDAQ
캡스톤파트너스,452300,452300.KQ,KOSDAQ
컨텍,451760,451760.KQ,KOSDAQ
컬러레이,900310,900310.KQ,KOSDAQ
컴투스홀딩스,063080,063080.KQ,KOSDAQ
컴퍼니케이,307930,307930.KQ,KOSDAQ
케스피온,079190,079190.KQ,KOSDAQ
케어랩스,263700,263700.KQ,KOSDAQ
케어젠,214370,214370.KQ,KOSDAQ
케이디켐,221980,221980.KQ,KOSDAQ
케이바이오,038530,038530.KQ,KOSDAQ
케이사인,192250,192250.KQ,KOSDAQ
케이쓰리아이,431190,431190.KQ,KOSDAQ
케이씨에스,115500,115500.KQ,KOSDAQ
케이씨티,089150,089150.KQ,KOSDAQ
케이씨피드,025880,025880.KQ,KOSDAQ
케이아이엔엑스,093320,093320.KQ,KOSDAQ
케이알엠,093640,093640.KQ,KOSDAQ
케이에스피,073010,073010.KQ,KOSDAQ
케이엔더블유,105330,105330.KQ,KOSDAQ
케이엔솔,053080,053080.KQ,KOSDAQ
케이엔알시스템,199430,199430.KQ,KOSDAQ
케이엔에스,432470,432470.KQ,KOSDAQ
케이엔제이,272110,272110.KQ,KOSDAQ
케이엘넷,039420,039420.KQ,KOSDAQ
케이엠,083550,083550.KQ,KOSDAQ
케이엠더블유,032500,032500.KQ,KOSDAQ
케이엠제약,225430,225430.KQ,KOSDAQ
케이옥션,102370,102370.KQ,KOSDAQ
케이웨더,068100,068100.KQ,KOSDAQ
케이이엠텍,106080,106080.KQ,KOSDAQ
케이지에이,455180,455180.KQ,KOSDAQ
케이티알파,036030,036030.KQ,KOSDAQ
케이프,064820,064820.KQ,KOSDAQ
케이피에프,024880,024880.KQ,KOSDAQ
케이피엠테크,042040,042040.KQ,KOSDAQ
케이피티유,054410,054410.KQ,KOSDAQ
케일럼,258610,258610.KQ,KOSDAQ
켄코아에어로스페이스,274090,274090.KQ,KOSDAQ
켐트로닉스,089010,089010.KQ,KOSDAQ
켐트로스,220260,220260.KQ,KOSDAQ
코나아이,052400,052400.KQ,KOSDAQ
코난테크놀로지,402030,402030.KQ,KOSDAQ
코닉오토메이션,391710,391710.KQ,KOSDAQ
코다코,046070,046070.KQ,KOSDAQ
코데즈컴바인,047770,047770.KQ,KOSDAQ
코디,080530,080530.KQ,KOSDAQ
코렌텍,104540,104540.KQ,KOSDAQ
코리아나,027050,027050.KQ,KOSDAQ
코리아에셋투자증권,190650,190650.KQ,KOSDAQ
코리아에프티,123410,123410.KQ,KOSDAQ
코맥스,036690,036690.KQ,KOSDAQ
코메론,049430,049430.KQ,KOSDAQ
코미팜,041960,041960.KQ,KOSDAQ
코세스,089890,089890.KQ,KOSDAQ
코셈,360350,360350.KQ,KOSDAQ
코스나인,082660,082660.KQ,KOSDAQ
코스맥스엔비티,222040,222040.KQ,KOSDAQ
코스메카코리아,241710,241710.KQ,KOSDAQ
코스텍시스,355150,355150.KQ,KOSDAQ
코아스템켐온,166480,166480.KQ,KOSDAQ
코아시아,045970,045970.KQ,KOSDAQ
코아시아씨엠,196450,196450.KQ,KOSDAQ
코어라인소프트,384470,384470.KQ,KOSDAQ
코오롱생명과학,102940,102940.KQ,KOSDAQ
코오롱티슈진,950160,950160.KQ,KOSDAQ
코위버,056360,056360.KQ,KOSDAQ
코윈테크,282880,282880.KQ,KOSDAQ
코이즈,121850,121850.KQ,KOSDAQ
코츠테크놀로지,448710,448710.KQ,KOSDAQ
코칩,126730,126730.KQ,KOSDAQ
코콤,015710,015710.KQ,KOSDAQ
코텍,052330,052330.KQ,KOSDAQ
코퍼스코리아,322780,322780.KQ,KOSDAQ
쿠콘,294570,294570.KQ,KOSDAQ
쿼드메디슨,464490,464490.KQ,KOSDAQ
퀀타매트릭스,317690,317690.KQ,KOSDAQ
퀄리타스반도체,432720,432720.KQ,KOSDAQ
큐라클,365270,365270.KQ,KOSDAQ
큐라티스,348080,348080.KQ,KOSDAQ
큐렉소,060280,060280.KQ,KOSDAQ
큐로셀,372320,372320.KQ,KOSDAQ
큐로홀딩스,051780,051780.KQ,KOSDAQ
큐리언트,115180,115180.KQ,KOSDAQ
큐리오시스,494120,494120.KQ,KOSDAQ
큐리옥스바이오시스템즈,445680,445680.KQ,KOSDAQ
큐브엔터,182360,182360.KQ,KOSDAQ
큐알티,405100,405100.KQ,KOSDAQ
큐에스아이,066310,066310.KQ,KOSDAQ
큐캐피탈,016600,016600.KQ,KOSDAQ
크라우드웍스,355390,355390.KQ,KOSDAQ
크레버스,096240,096240.KQ,KOSDAQ
크레오에스지,040350,040350.KQ,KOSDAQ
크리스에프앤씨,110790,110790.KQ,KOSDAQ
크리스탈신소재,900250,900250.KQ,KOSDAQ
크린앤사이언스,045520,045520.KQ,KOSDAQ
클로봇,466100,466100.KQ,KOSDAQ
클리오,237880,237880.KQ,KOSDAQ
키네마스터,139670,139670.KQ,KOSDAQ
키스트론,475430,475430.KQ,KOSDAQ
키움제10호스팩,487720,487720.KQ,KOSDAQ
키움제11호스팩,489480,489480.KQ,KOSDAQ
키움히어로제1호스팩,466690,466690.KQ,KOSDAQ
키이스트,054780,054780.KQ,KOSDAQ
킵스파마,256940,256940.KQ,KOSDAQ
타이거일렉,219130,219130.KQ,KOSDAQ
탑런토탈솔루션,336680,336680.KQ,KOSDAQ
탑머티리얼,360070,360070.KQ,KOSDAQ
탑엔지니어링,065130,065130.KQ,KOSDAQ
탑코미디어,134580,134580.KQ,KOSDAQ
태광,023160,023160.KQ,KOSDAQ
태성,323280,323280.KQ,KOSDAQ
태양,053620,053620.KQ,KOSDAQ
태웅,044490,044490.KQ,KOSDAQ
태웅로직스,124560,124560.KQ,KOSDAQ
테고사이언스,191420,191420.KQ,KOSDAQ
테라뷰,950250,950250.KQ,KOSDAQ
테라사이언스,073640,073640.KQ,KOSDAQ
테라젠이텍스,066700,066700.KQ,KOSDAQ
테스,095610,095610.KQ,KOSDAQ
테크엘,064520,064520.KQ,KOSDAQ
테크윙,089030,089030.KQ,KOSDAQ
텔레칩스,054450,054450.KQ,KOSDAQ
텔콘RF제약,200230,200230.KQ,KOSDAQ
토마토시스템,393210,393210.KQ,KOSDAQ
토모큐브,475960,475960.KQ,KOSDAQ
토박스코리아,215480,215480.KQ,KOSDAQ
토비스,051360,051360.KQ,KOSDAQ
토탈소프트,045340,045340.KQ,KOSDAQ
톱텍,108230,108230.KQ,KOSDAQ
투비소프트,079970,079970.KQ,KOSDAQ
툴젠,199800,199800.KQ,KOSDAQ
트루엔,417790,417790.KQ,KOSDAQ
트윔,290090,290090.KQ,KOSDAQ
특수건설,026150,026150.KQ,KOSDAQ
티디에스팜,464280,464280.KQ,KOSDAQ
티로보틱스,117730,117730.KQ,KOSDAQ
티비씨,033830,033830.KQ,KOSDAQ
티사이언티픽,057680,057680.KQ,KOSDAQ
티쓰리,204610,204610.KQ,KOSDAQ
티씨머티리얼즈,125020,125020.KQ,KOSDAQ
티앤알바이오팹,246710,246710.KQ,KOSDAQ
티앤엘,340570,340570.KQ,KOSDAQ
티에스넥스젠,043220,043220.KQ,KOSDAQ
티에스아이,277880,277880.KQ,KOSDAQ
티에스이,131290,131290.KQ,KOSDAQ
티에프이,425420,425420.KQ,KOSDAQ
티엑스알로보틱스,484810,484810.KQ,KOSDAQ
티엔엔터테인먼트,131100,131100.KQ,KOSDAQ
티엘비,356860,356860.KQ,KOSDAQ
티움바이오,321550,321550.KQ,KOSDAQ
티이엠씨,425040,425040.KQ,KOSDAQ
티이엠씨씨엔에스,241790,241790.KQ,KOSDAQ
티케이지애강,022220,022220.KQ,KOSDAQ
티케이케미칼,104480,104480.KQ,KOSDAQ
티플랙스,081150,081150.KQ,KOSDAQ
티피씨글로벌,130740,130740.KQ,KOSDAQ
팅크웨어,084730,084730.KQ,KOSDAQ
파두,440110,440110.KQ,KOSDAQ
파라택시스이더리움,290560,290560.KQ,KOSDAQ
파라택시스코리아,288330,288330.KQ,KOSDAQ
파라텍,033540,033540.KQ,KOSDAQ
파로스아이바이오,388870,388870.KQ,KOSDAQ
파루,043200,043200.KQ,KOSDAQ
파버나인,177830,177830.KQ,KOSDAQ
파세코,037070,037070.KQ,KOSDAQ
파수,150900,150900.KQ,KOSDAQ
파워넷,037030,037030.KQ,KOSDAQ
파워로직스,047310,047310.KQ,KOSDAQ
파이버프로,368770,368770.KQ,KOSDAQ
파이오링크,170790,170790.KQ,KOSDAQ
파인디앤씨,049120,049120.KQ,KOSDAQ
파인디지털,038950,038950.KQ,KOSDAQ
파인메딕스,387570,387570.KQ,KOSDAQ
파인엠텍,441270,441270.KQ,KOSDAQ
파인테크닉스,106240,106240.KQ,KOSDAQ
파인텍,131760,131760.KQ,KOSDAQ
파커스,065690,065690.KQ,KOSDAQ
판타지오,032800,032800.KQ,KOSDAQ
팜스빌,318010,318010.KQ,KOSDAQ
팜스토리,027710,027710.KQ,KOSDAQ
패션플랫폼,225590,225590.KQ,KOSDAQ
팬스타엔터프라이즈,054300,054300.KQ,KOSDAQ
팬엔터테인먼트,068050,068050.KQ,KOSDAQ
팬젠,222110,222110.KQ,KOSDAQ
팸텍,271830,271830.KQ,KOSDAQ
펌텍코리아,251970,251970.KQ,KOSDAQ
페스카로,0015S0,0015S0.KQ,KOSDAQ
펨트론,168360,168360.KQ,KOSDAQ
펩트론,087010,087010.KQ,KOSDAQ
포니링크,064800,064800.KQ,KOSDAQ
포메탈,119500,119500.KQ,KOSDAQ
포바이포,389140,389140.KQ,KOSDAQ
포스뱅크,105760,105760.KQ,KOSDAQ
포시에스,189690,189690.KQ,KOSDAQ
포인트모바일,318020,318020.KQ,KOSDAQ
포인트엔지니어링,256630,256630.KQ,KOSDAQ
포커스에이아이,331380,331380.KQ,KOSDAQ
포톤,208710,208710.KQ,KOSDAQ
폰드그룹,472850,472850.KQ,KOSDAQ
폴라리스AI,039980,039980.KQ,KOSDAQ
폴라리스AI파마,041910,041910.KQ,KOSDAQ
폴라리스세원,234100,234100.KQ,KOSDAQ
폴라리스오피스,041020,041020.KQ,KOSDAQ
폴라리스우노,114630,114630.KQ,KOSDAQ
푸드나무,290720,290720.KQ,KOSDAQ
푸드웰,005670,005670.KQ,KOSDAQ
푸른기술,094940,094940.KQ,KOSDAQ
푸른저축은행,007330,007330.KQ,KOSDAQ
풍강,093380,093380.KQ,KOSDAQ
풍국주정,023900,023900.KQ,KOSDAQ
풍원정밀,371950,371950.KQ,KOSDAQ
퓨런티어,370090,370090.KQ,KOSDAQ
퓨릿,445180,445180.KQ,KOSDAQ
퓨쳐켐,220100,220100.KQ,KOSDAQ
프럼파스트,035200,035200.KQ,KOSDAQ
프레스티지바이오로직스,334970,334970.KQ,KOSDAQ
프로브잇,227100,227100.KQ,KOSDAQ
프로이천,321260,321260.KQ,KOSDAQ
프로텍,053610,053610.KQ,KOSDAQ
프로티나,468530,468530.KQ,KOSDAQ
프로티아,303360,303360.KQ,KOSDAQ
프롬바이오,377220,377220.KQ,KOSDAQ
프리시젼바이오,335810,335810.KQ,KOSDAQ
프리엠스,053160,053160.KQ,KOSDAQ
플라즈맵,405000,405000.KQ,KOSDAQ
플래스크,041590,041590.KQ,KOSDAQ
플래티어,367000,367000.KQ,KOSDAQ
플랜티넷,075130,075130.KQ,KOSDAQ
플레이디,237820,237820.KQ,KOSDAQ
플레이위드,023770,023770.KQ,KOSDAQ
플루토스,019570,019570.KQ,KOSDAQ
플리토,300080,300080.KQ,KOSDAQ
피노,033790,033790.KQ,KOSDAQ
피델릭스,032580,032580.KQ,KOSDAQ
피씨디렉트,051380,051380.KQ,KOSDAQ
피씨엘,241820,241820.KQ,KOSDAQ
피아이이,452450,452450.KQ,KOSDAQ
피앤씨테크,237750,237750.KQ,KOSDAQ
피앤에스로보틱스,460940,460940.KQ,KOSDAQ
피에스케이홀딩스,031980,031980.KQ,KOSDAQ
피에스텍,002230,002230.KQ,KOSDAQ
피에이치에이,043370,043370.KQ,KOSDAQ
피엔에이치테크,239890,239890.KQ,KOSDAQ
피엔케이피부임상연구센타,347740,347740.KQ,KOSDAQ
피엔티엠에스,257370,257370.KQ,KOSDAQ
피엠티,147760,147760.KQ,KOSDAQ
피제이메탈,128660,128660.KQ,KOSDAQ
피제이전자,006140,006140.KQ,KOSDAQ
피코그램,376180,376180.KQ,KOSDAQ
피플바이오,304840,304840.KQ,KOSDAQ
픽셀플러스,087600,087600.KQ,KOSDAQ
핀텔,291810,291810.KQ,KOSDAQ
필에너지,378340,378340.KQ,KOSDAQ
필옵틱스,161580,161580.KQ,KOSDAQ
핌스,347770,347770.KQ,KOSDAQ
핑거,163730,163730.KQ,KOSDAQ
핑거스토리,417180,417180.KQ,KOSDAQ
하나30호스팩,469880,469880.KQ,KOSDAQ
하나31호스팩,469900,469900.KQ,KOSDAQ
하나32호스팩,475240,475240.KQ,KOSDAQ
하나33호스팩,475250,475250.KQ,KOSDAQ
